Guid	Qcate	Q	A	Keywords_A	Output_conf	Output
d5fc5c81-27fb-4b62-abd5-d1ad403b4bc2	text	Which tale appeared in the same manuscript as Beowolf and was also made into a homily by Ælfric of Eynsham?	["Holofernes\u2013Judith tale", "\"It is the Holofernes\u2013Judith tale.\"", "\"The Holofernes\u2013Judith tale appeared in the same manuscript as Beowolf and was also made into a homily by \u00c6lfric of Eynsham.\"", "\"The Holofernes\u2013Judith tale appeared in the same manuscript as Be.owolf and was also made into a homily by \u00c6lfric of Eynsham.\"", "\"The Holofernes\u2013Judith tale appeared in the same manuscript as Beowolf and was also made into a homily be  \u00c6lfric of Eynsham.\""]	"the Holofernes–Judith tale"	1	["TheThe Old English poem Judith is one of many retellings of the Holofernes story as it was found in the Book of Judith"]
34fe74d9-bd9a-4798-bfe8-8c6f810dde9c	text	Whose death was chronicled in both the Nowell Codex and the Book of Judith?	["Holofernes", "\"Holofernes' death was chronicled in both the Nowell Codex and the Book of Judith.\"", "\"The beheading of Assyrian general Holofernes was chronicled in both the Nowell Codex and the Book of Judith.\"", "\"Holofernes death was chronicled in both the Nowell Codex and the Book of Judith.\"", "\"The death of Holofernes was chronicled in both the Nowell Codex and the Book of Judith.\""]	"Holofernes."	1	["TheThe Old English poem Judith is one of many retellings of the Holofernes story as it was found in the Book of Judith"]
0cb05da3-51b0-430b-ad95-8fd87cca8483	text	How old was Matt Bondurant when he released his novel The Wettest County in the World?	["37 years old.", "\"Matt Bondurant was 37 years old when he released 'The Wettest County in the World'.\"", "\"Matt Bondurant was 37 years old when he released his novel The Wettest County in the World.\"", "\"Matt Bondurant was about 37 years old when he released his novel The Wettest County in the World.\"", "\"Matt Bondurant was 37 when he released his novel The Wettest County in the World.\"", "\"Matt Bondurant was about 37 when he released his novel The Wettest County in the World.\""]	"37 years"	1	["MattMatt Bondurant is an American novelist who was born in 1971 and is the author of The Wettest County in the World and The Night Swimmer. This section of a biography of a living person does not include any references or sources.Matt Bonduri"]
0ac34de1-dd74-4dae-860d-85a6646b7cd8	text	What is the endangered language of the ethnic minority in Georgia, known as the Ts’ova-Tush?	["Bats is the endangered language of the Bats peoplealso known as the  Ts\u2019ova-Tush.", "\"Bats is the endangered language of the ethnic minority known as the Ts\u2019ova-Tush.\"", "\"Bats is the endangered language of the Bats people, the ethnic minority in Georgia.\"", "\"Bats is the endangered language of the ethnic minority in Georgia, known as the Ts\u2019ova-Tush\"", "\"The endangered language is Bats.\"", "\"Bats is the endangered language of the ethnic minority in Georgia, known as the Ts\u2019ova-Tush.\""]	"Bats"	1	["B. The Chechen, Ingush and Bats peoples are also grouped under the ethno-linguistic umbrella of Nakh peoples. The Bats people ( Georgian: \u10d1\u10d0\u10ea\u10d8, are Nakh -speaking Tushetians in the country"]
2114d447-6db0-4d73-a99d-2667bd0d5a4e	text	What country has a diverse society that is composed of many cultures and languages including the people identifying as Creole expressing a wide range of physical features, ranging from dark skin to kinky hair?	["Belize.", "\"Belize has a diverse society, including its Creole population.\"", "\"Belize has a diverse society that is composed of many cultures and languages including the people identifying as Creole expressing a wide range of physical features, ranging from dark skin to kinky hair.\"", "\"Belize has a diverse society that is composed of many cultures and languages including the people identifying as Creole.\""]	"Belize"	1	["As.As a result of centuries of mixed-race ancestry, persons identifying as Creoles have a wide range of physical features, ranging from dark skin and dark hair, with many grad-race of the people identifying as a Creole being a person identifying as white being a white person with a black person having a white skin and a black skin and white people with a mixed race. Belize has a diverse society that is composed of many cultures and languages that reflect its rich history."]
730b9b07-ad30-4eb8-9ef7-ab3b697d5088	text	What southern Asian country does the Hystrix indica and the the crested treeswift originate in?	["India.", "\"Both Hystrix indica and the the crested treeswift originate in India.\"", "\"Hystrix indica and the crested treeswift originated in India.\""]	"India"	1	["TheThe Indian crested porcupine is a species of rodent native to southern Asia and the Middle East. It is listed as Least Concern on the IUCN Red List. The crested treeswift is a common resident breeder from the Indian subcontinent. These are birds of prey."]
4431bab3-8232-4204-afec-20925bd6917b	text	What type of blood loss is the leading cause of maternal mortality worldwide?	["Postpartum hemorrhaging.", "\"Postpartum hemorrhage is the type of blood loss is the leading cause of maternal mortality worldwide\"", "\"Postpartum hemorrhage, a type of blood loss, is the leading cause of maternal mortality in the world.\"", "\"Postpartum hemorrhage is the leading cause of maternal mortality worldwide.\""]	"Postpartum hemorrhage"	1	["BleBleeding, also known as a hemorrhage, haemorrhage is blood escaping from the circulatory system from damaged blood vessels. Bleeding can occur internally, or externally either through a natural opening such as the mouth, nose, ear, urethra, vagina or anus, or through a wound in the skin. Postpartum hemorrhage is the leading cause of maternal mortality worldwide In low-resource settings, timely access to surgical facilities may be"]
bf3f17a5-6e97-4b92-a4f3-5ea51918d021	text	Can surgery correct radial club hand?	["Yes", "\"Yes, surgical treatment can be used to correct radial club hand.\"", "\"Yes, surgery can correct radial club hand.\""]	"Yes"	1	["RadRadial dysplasia is a congenital difference in the radial direction of the wrist and forearm. Treatments may begin in the first year of life, and may take place over the course of months or years. Surgical treatment is often separated into several phases \u2014 with a specific surgical procedure to treat each area of the arm and hand that's affected by the radial longitudinal deficiency."]
ff89ee51-504e-4ddf-8052-202faefb2391	text	What female reproductive organ does the serous cystadenocarcinoma tumor and serous cystadenoma neoplasm grow in?	["The ovaries.", "\"Serous cystadenocarcinoma tumors and serous cystadenoma neoplasm grow in the ovaries.\"", "\"The serous cystadenocarcinoma tumor and serous cystadenoma neoplasm grow in the ovaries.\"", "\"The ovaries are where the serous cystadenocarcinoma tumor and serous cystadenoma neoplasm grow in.\"", "\"Serous cystadenocarcinoma tumors and serous cystadenoma neoplasms grow in the ovaries.\""]	"ovaries"	1	["Ovarian serous cystadenoma is the most common ovarian neoplasm, representing 20% of ovarian neoma in the ovary is the primary site of ovary. What female reproductive organ does the"]
a94ced9f-9bad-4e16-8d8a-6df6079c7875	text	What is the term of a phrase, or quotation incorporated into the English language that remains relatively faithful to the original phonology?	["A loanword.", "\"Loanword is the term for a phrase or quotation incorporated into the English language that remains relatively faithful to the original phonology.\"", "\"A phrase or quotation incorporated into the English language that remains relatively faithful to the original phonology is called a loanword.\"", "\"The term for a phrase or quotation incorporated into the English language that remains relatively faithful to the original phonology is loanword.\"", "\"The term of a phrase, or quotation incorporated into the English language that remains relatively faithful to the original phonology is called a loanword.\""]	"loanword"	1	["TheThe English language has borrowed many words from other cultures or languages and incorporated into the English language. For examples, see Lists of English words by country or language of origin and Anglicization. Some English loanwords remain relatively faithful to the original phonology even though a particular phoneme might not exist or have contrastive status in English. A German expression in English is a German loanword, term, phrase, or quotation incorporated into German. A loanword is a word borrowed from a donor"]
7f1d16ee-2c6f-4f47-b087-c52af19bfd19	text	The greater nerve of what type also shares a portion of its name with a medical condition characterized by chronic pain in the upper neck, back of the head and behind the eyes?	["The greater occipital nerve", "\"The greater occipital nerve also shares a portion of its name with a medical condition characterized by chronic pain in the upper neck, back of the head and behind the eyes.\"", "\"The greater occipital nerve also shares a portion of its name with a medical condition characterized by chronic pain in the upper neck, back of the head and behind the eyes\"", "\"The greater occipital nerve shares a portion of its name with a medical condition characterized by chronic pain in the upper neck, back of the head and behind the eyes.\""]	"spinal nerve"	1	["Rarely, the cause of Occipital neuralgia is a condition characterized by chronic pain in the upper neck, back of the head and behind the eyes.Rarely the cause is a tumor in the brain or neck. The greater occipital nerve is a spinal nerve, specifically the medial branch of the cervical spinal nerve 2. This nerve arises from between the first and second cervical vertebra"]
2206cb97-c750-4705-accb-75b48f2a3191	text	Cognitive processing therapy has an identical acronym to a neuropsychological test developed to test what?	["A person's sustained and selective attention", "\"It tests  a person's sustained and selective attention.\"", "\"Cognitive processing therapy has an identical acronym to a neuropsychological test developed to test a person's sustained and selective attention.\"", "\"Ognitive processing therapy has an identical acronym to a neuropsychological test developed to test a person's sustained and selective attention.\"", "\"Continuous performance task, continuous performance test, or CPT, is any of several kinds of neuropsychological test that measures a person's sustained and selective attention.\""]	"Sustained and selective attention."	1	["Unsourced material may be challenged and removed and removed. Cognitive processing therapy ( CPT) is a manualized therapy used by clinicians to help people recover from posttraumatic stress disorder (PTSD) and related conditions. It includes elements of cognitive behavioral therapy (CBT) treatments. A continuous performance task, continuous performance test, or CPT, is any of several kinds of neuropsychological test that measures a person's sustained and selective attention. Sustained attention is the ability"]
