Guid	Qcate	Q	A	Keywords_A	1	Output
97007b4d-479d-46bb-b14e-19d7cd1d66d7	text	In the type of aircraft has two main wings, with one located forward and the other to the rear, which variation has the rearmost tandem wing smaller than the forward wing?	"A Delanne wing aircraft. ""A Delanne wing aircraft has the rearmost tandem wing smaller than the forward wing"" ""A Delanne wing aircraft has the rearmost tandem wing smaller than the forward wing."" ""In this type of aircraft, a Delanne wing aircraft has a rearmost tandem wing that is smaller than the forward wing."" ""In Tandem wing aircraft, the type that has two main wings with one located forward and the other to the rear, the variation that has the rearmost tandem wing smaller than the forward wing is called a Delanne wing aircraft."	"""Delanne wing aircraft"""	1	Tandem wing aircraft may be distinguished from a Delanne wing aircraft.
f9129e61-fa6a-4cf2-afac-02f44746ea73	text	How many more USRA steam locomotives were built, compared to the number of USRA 0-8-0 examples built?	"1681 more USRA steam locomotives were built. ""1,856 steam locomotives and over 100,000 railroad cars were built to these designs during the USRA's tenure compared to 175 examples."" ""There were over 100,000 USRA steam locomotives built, compared to the number of USRA 0-8-0 examples built."" ""1,681 more USRA steam locomotives were built, compared to the number of USRA 0-8-0 examples built."" ""1681 more USRA steam locomotives were built, compared to the number of USRA 0-8-0 examples built."" ""There were 1,681 more steam locomotives built."	"""1681"""	1	The USRA 0-8-0 was a standard class, designed by the United States Railroad Administration during the First World War.
2ae38ada-aed3-4841-b6de-3834b2bb4b48	text	Would you likely find Laetiporus or flowers of sulfur to be better tasting?	"Laetiporus would likely taste better. ""Laetiporus would be better tasting than Flowers of Sulfur."" ""Laetiporus would likely be better tasting."" ""Laetiporus would be better tasting."" ""Laetiporus sulphureus tastes better than flowers of sulfur."" ""Laetiporus would be better tasting than flowers of sulfur since it tastes like chicken."	"""Laetiporus"""	1	Flowers of sulfur
2bd39388-83eb-47bd-bb75-1c2e65d78e02	text	Gangavalli is a panchayat town in Salem district in which Indian state, whose capital is Chennai and is the 6th largest by population?	"Gangavalli is in Tamil Nadu state. ""Gangavalli is a panchayat town in Salem district in Tamil Nadu, whose capital is Chennai and is the 6th largest by population."" ""Gangavalli is a panchayat town in Salem district in Tamil Nadu"" ""Gangavalli is a panchayat town in Salem district in Tamil Nadu."" ""The state is Tamil Nadu."" ""Gangavalli is a panchayat town in Salem district in Tamil Nadu Indian state."	"""Tamil Nadu"""	1	"For other uses, see Gangavalli River."
bc8d27ac-80ff-4f71-9fb5-5d88cb9392ca	text	What is the essential feature of a carbohydrate attached by a glycosidic bond?	"The  essential feature of a glycolipid is the presence of a monosaccharide or oligosaccharide bound to a lipid moiety. ""The essential feature of a glycolipid is the presence of a monosaccharide or oligosaccharide bound to a lipid moiety."" ""The essential feature of a carbohydrate attached by a glycosidic bond is the presence of a monosaccharide or oligosaccharide bound to a lipid moiety."	"""the presence of a monosaccharide or oligosaccharide bound to a lipid moiety."""	1	Glycolipids are lipids that extend from the phospholipid bilayer into the extrace
663b8210-cb4c-4d11-b456-871b1af979cc	text	What subfamily contains both Cephalopholis spiloparaea and Cephalopholis igarashiensis?	"The subfamily Epinephelinae contains both of them. ""The subfamily is Epinephelinae."" ""The subfamily Epinephelinae contains both Cephalopholis spiloparaea and Cephalopholis igarashiensis."" ""Cephalopholis spiloparaea and Cephalopholis igarashiensis both belong to the subfamily Epinephelinae."" ""Epinephelinae is the subfamily that contains both Cephalopholis spiloparaea and Cephalopholis igarashiensis"" ""Epinephelinae is the subfamily that contains both Cephalopholis spiloparaea and Cephalopholis igarashiensis."	"""Epinephelinae"""	1	A grouper.
7de9a390-7875-4fff-a5c8-ba7cb957dc92	text	What is a sphinx and what is it associated with?	"A sphinx is a mythical creature with the head of a human, a falcon, a cat, or a sheep and the body of a lion with the wings of a falcon.  Sphinx depictions are generally associated with architectural structures such as royal tombs or religious temples ""A sphinx is a mythical creature mostly associated with architectural structures such as royal tombs or religious temples."" ""A sphinx is a mythical creature with the head of a human, a falcon, a cat, or a sheep and the body of a lion with the wings of a falcon and it is generally associated with architectural structures such as royal tombs or religious temples."" ""A sphinx is a mythical creature with the head of a human, a falcon, a cat, or a sheep and the body of a lion with the wings of a falcon and it is associated with architectural structures such as royal tombs or religious temples."" ""A sphinx is a mythical creature with the head of a human, a falcon, a cat, or a sheep and the body of a lion with the wings of a falcon that's generally associated with architectural structures such as royal tombs or religious temples.."" ""A sphinx is a mythical creature associated with architectural structures such as royal tombs or religious temples."	"""mythical creature with the head of a human, a falcon, a cat, or a sheep and the body of a lion with the wings of a falcon; architecture"""	1	A sphinx.
6def969d-24a4-4699-8fd9-c53c0643b3a2	text	Which language does the word that can be adapted to the Christians in the military as early as AD 303 from?	"It comes from Koine. ""The word ""martyr"" comes from the Koine word μάρτυς, mártys, which means ""witness"" or ""testimony"" and was adapted to the many patron saints, martyrs and other saints associated with the military, especially during the Diocletian persecution of AD 303–313."" ""The word "" martyr "" comes from the Koine word -> μάρτυς, mártys, which means ""witness"" or ""testimony"""" ""The word "" martyr "" comes from the Koine language."" ""The word comes from the Koine language."" ""The word ""martyr,"" that can be adapted to the Christians in the military as early as AD 303, comes from the language Koine."	"""Koine"""	1	Military saints, warrior saints and soldier saints are patron saints, martyrs and other saints associated with the military
286c664e-328c-441e-b4a6-cac34e0fe94c	text	There are currently more than four million Asians in where, which is highly diverse area of land whose nations have varying cuisines?	"Latin America ""There are currently more than four million Asians in Latin America."" ""There are four million Asians in Latin America."" ""There are currently more than four million Asians in Latin America, which is highly diverse area of land whose nations have varying cuisines."" ""There are more than 4 million Asians in Latin America."	"""Latin America"""	1	Latin America is a highly diverse area of land whose nations have varying cuisines
8e9d7da0-27bb-498f-a868-465466805fdb	text	Countertrade means exchanging what, which are exchanged in a gift economy without an explicit agreement of immediate or future rewards?	"Goods or services ""Countertrade means exchanging goods or services which are paid for, in whole or part, with other goods or services, rather than with money."" ""Countertrade means exchanging goods or services, which are exchanged in a gift economy without an explicit agreement of immediate or future rewards."" ""Countertrade means exchanging goods or services."" ""It says Countertrade means exchanging goods or services which are paid for, in whole or part, with other goods or services, rather than with money. It also says the Gift economy, saw the exchange of goods and services without an explicit agreement for immediate or future rewards.  The answer is goods and services."	"""Goods or services"""	1	An early form of trade was the Gift economy.
ba4a61a1-f511-4085-8ac2-1ad1ba47e13e	text	What helps to provide a cushion between the bones and tendons of the synovial joint?	"A synovial bursa provides cushion with a small, fluid-filled sac. ""Fluid helps provide a cushion between the bones and tendons on the synovial joint"" ""A bursa, or small fluid-filled sac, provides cushion between the bones and tendons of the synovial joint."" ""A synovial bursa (plural bursae or bursas) is a small fluid-filled sac that provides a cushion between bones and tendons."" ""A synovial bursa helps to provide a cushion between the bones and tendons of the synovial joint."	"""A synovial bursa"""	1	Synovial joints join bones or cartilage with a fibrous joint capsule.
